species,sample,PARi,Phot,Cond,Trmmol,
sel_umb,2,0,-0.195431715,0.102160095,0.676707753,
sel_umb,3,750,4.231690589,0.112548379,1.08303894,
sel_umb,3,500,4.073698928,0.111747241,1.02391551,
sel_umb,3,300,3.695215251,0.108620789,0.950562481,
sel_umb,3,250,3.690384709,0.110219326,0.946909073,
sel_umb,3,150,3.401539213,0.107953851,0.905823253,
sel_umb,3,100,3.08367709,0.108018128,0.890483242,
sel_umb,3,50,2.184203687,0.108200299,0.877441085,
sel_umb,3,35,1.662085841,0.109283947,0.887676144,
sel_umb,3,25,1.185072988,0.106327434,0.863774094,
sel_umb,3,15,0.673987227,0.106086591,0.864144179,
sel_umb,3,10,0.49630861,0.103780639,0.818396827,
sel_umb,3,5,0.039566794,0.101983606,0.821779773,
sel_umb,3,0,-0.280710375,0.101461782,0.835350977,
sel_umb,4,750,3.697673002,0.105609702,0.922851422,
sel_umb,4,500,3.661915278,0.107527771,0.908044269,
sel_umb,4,300,3.612041091,0.101689594,0.85639469,
sel_umb,4,250,3.43945393,0.100487058,0.820257746,
sel_umb,4,150,3.121688524,0.100294654,0.790940027,
sel_umb,4,100,2.811816755,0.098482107,0.757845079,
sel_umb,4,50,2.101708802,0.097741407,0.753345807,
sel_umb,4,35,1.692952754,0.096820867,0.736075097,
sel_umb,4,25,1.230744392,0.09641335,0.718677817,
sel_umb,4,15,0.604839243,0.094650776,0.713816676,
sel_umb,4,10,0.352387594,0.091223211,0.701580125,
sel_umb,4,5,0.249258047,0.089026269,0.67582862,
sel_umb,4,0,-0.390893983,0.089043441,0.695701927,
sel_umb,5,750,3.650302243,0.122317778,1.151374755,
sel_umb,5,500,3.643159789,0.119104607,1.096012167,
sel_umb,5,300,3.503244779,0.116358188,1.053040346,
sel_umb,5,250,3.476532374,0.116925797,1.050149133,
sel_umb,5,150,3.25357771,0.114505474,1.036043013,
sel_umb,5,100,2.937321746,0.111717693,0.996792911,
sel_umb,5,50,2.096042482,0.108711688,0.946990067,
sel_umb,5,35,1.557269442,0.106829492,0.910898085,
sel_umb,5,25,1.022531622,0.1063547,0.893812158,
sel_umb,5,15,0.601100345,0.103344815,0.852152664,
sel_umb,5,10,0.451369168,0.104371031,0.851696544,
sel_umb,5,5,0.135048906,0.106450583,0.865262953,
sel_umb,5,0,-0.265360108,0.110479282,0.902216575,
sel_swi,1,750,2.551190954,0.057477879,0.607358762,
sel_swi,1,500,2.437603843,0.057461652,0.587795189,
sel_swi,1,300,2.462669958,0.055589577,0.550063404,
sel_swi,1,250,2.458197028,0.055307775,0.541792209,
sel_swi,1,150,2.372194638,0.054790981,0.527683925,
sel_swi,1,100,2.115197385,0.05252106,0.502841987,
sel_swi,1,50,1.619658711,0.045456448,0.427683636,
sel_swi,1,35,1.388809354,0.045213791,0.422583888,
sel_swi,1,25,1.17327854,0.042559348,0.390533904,
sel_swi,1,15,0.658162684,0.042058978,0.382025488,
sel_swi,1,10,0.249341629,0.042687871,0.388164601,
sel_swi,1,5,0.012267912,0.039952985,0.363334603,
sel_swi,1,0,-0.422142007,0.040306165,0.373530671,
sel_swi,2,750,1.167327723,0.030135707,0.356014907,
sel_swi,2,500,1.016254651,0.027193418,0.312383757,
sel_swi,2,300,1.001961318,0.025974396,0.28512808,
sel_swi,2,250,1.257995233,0.023991472,0.258511929,
sel_swi,2,150,1.11123691,0.025445613,0.266330106,
sel_swi,2,100,1.078178801,0.026550145,0.275820542,
sel_swi,2,50,1.098034443,0.025740936,0.265332509,
sel_swi,2,35,0.852803187,0.025995215,0.267694097,
sel_swi,2,25,0.729353176,0.025495393,0.262443316,
sel_swi,2,15,0.484733724,0.025293782,0.260080645,
sel_swi,2,10,0.320050579,0.024845525,0.253600413,
sel_swi,2,5,0.069615545,0.024602871,0.250627484,
sel_swi,2,0,-0.346430789,0.0271341,0.282684482,
sel_swi,3,750,2.163823143,0.048284466,0.519872846,
sel_swi,3,500,2.037646532,0.044804392,0.466136874,
sel_swi,3,300,1.821529332,0.039562874,0.391105943,
sel_swi,3,250,1.843904113,0.038976704,0.376898466,
sel_swi,3,150,1.907579439,0.039448984,0.371796958,
sel_swi,3,100,1.503942814,0.037641542,0.340823073,
sel_swi,3,50,1.263347307,0.040012237,0.354167288,
sel_swi,3,35,0.949126584,0.036838846,0.318039381,
sel_swi,3,25,0.841771475,0.036732457,0.307340072,
sel_swi,3,15,0.45384684,0.036393149,0.299068035,
sel_swi,3,10,0.267468019,0.035453811,0.288526146,
sel_swi,3,5,-0.042025624,0.035270733,0.283848362,
sel_swi,3,0,-0.355622161,0.041227883,0.336773858,
sel_swi,4,750,2.141887052,0.050718483,0.509622354,
sel_swi,4,500,2.147097044,0.050166365,0.481643199,
sel_swi,4,300,2.189027272,0.047452466,0.440192295,
sel_swi,4,250,2.304684325,0.048284776,0.442360485,
sel_swi,4,150,2.136571296,0.045871233,0.408445625,
sel_swi,4,100,1.977187019,0.04608924,0.405102172,
sel_swi,4,50,1.732776876,0.045596075,0.393779621,
sel_swi,4,35,1.333913519,0.046263551,0.3956937,
sel_swi,4,25,1.002255933,0.04868198,0.414080648,
sel_swi,4,15,0.590084082,0.045391427,0.394164422,
sel_swi,4,10,0.37374041,0.044649539,0.390317841,
sel_swi,4,5,0.04110852,0.043278762,0.379164091,
sel_swi,4,0,-0.341209581,0.046918874,0.429381234,
sel_swi,5,750,3.111975377,0.084704999,0.851856065,
sel_swi,5,500,2.665411414,0.073512822,0.735863963,
sel_swi,5,300,2.202891934,0.066321124,0.644565847,
sel_swi,5,250,2.233425272,0.065027173,0.603631042,
sel_swi,5,150,1.859216754,0.063317832,0.582404252,
sel_swi,5,100,1.579132383,0.06567444,0.596344975,
sel_swi,5,50,1.067909252,0.063914234,0.571325644,
sel_swi,5,35,0.93524065,0.061360122,0.545746539,
sel_swi,5,25,0.551677477,0.062323629,0.557638541,
sel_swi,5,15,0.358962248,0.060042656,0.542187383,
sel_swi,5,10,0.192093658,0.056002081,0.502690933,
sel_swi,5,5,-0.0503253,0.057553691,0.510303529,
sel_swi,5,0,-0.556599532,0.056414588,0.495717759,
sel_ate,1,750,1.940009589,0.080880937,,
sel_ate,1,500,1.83819229,0.074831735,,
sel_ate,1,300,1.715080043,0.066951283,,
sel_ate,1,250,1.763942796,0.06585075,,
sel_ate,1,150,1.685486261,0.063411918,,
sel_ate,1,100,1.480189996,0.059713736,,
sel_ate,1,50,1.265186087,0.059828473,,
sel_ate,1,35,1.035237824,0.057811659,,
sel_ate,1,25,0.693483026,0.056244903,,
sel_ate,1,15,0.183377842,0.053087208,,
sel_ate,1,10,0.011158723,0.052620633,,
sel_ate,1,5,0.083123808,0.047941044,,
sel_ate,1,0,-0.389482711,0.053332062,,
sel_ate,2,750,,,,
sel_ate,2,500,2.293948679,0.098884889,,
sel_ate,2,300,2.09630726,0.087514087,,
sel_ate,2,250,2.268059394,0.081966717,,
sel_ate,2,150,1.985951296,0.076975505,,
sel_ate,2,100,2.120507869,0.075836501,,
sel_ate,2,50,1.792026656,0.071503663,,
sel_ate,2,35,1.281552567,0.067650314,,
sel_ate,2,25,1.015411753,0.06295356,,
sel_ate,2,15,0.458352197,0.061411422,,
sel_ate,2,10,0.124339327,0.061738442,,
sel_ate,2,5,-0.178665332,0.057674926,,
sel_ate,2,0,-0.669416603,0.064036812,,
sel_ate,3,750,,,,
sel_ate,3,500,2.295598314,0.076359114,,
sel_ate,3,300,2.392409149,0.069294736,,
sel_ate,3,250,2.137620284,0.064918101,,
sel_ate,3,150,2.015005407,0.059375443,,
sel_ate,3,100,1.976211961,0.055385176,,
sel_ate,3,50,1.604819184,0.052758789,,
sel_ate,3,35,1.210754756,0.049395192,,
sel_ate,3,25,0.914893299,0.045316133,,
sel_ate,3,15,0.546025429,0.047139064,,
sel_ate,3,10,0.285249306,0.048092143,,
sel_ate,3,5,0.095099158,0.04661393,,
sel_ate,3,0,-0.401579203,0.046401558,,
sel_ate,4,750,,,,
sel_ate,4,500,0.888048782,0.055741513,,
sel_ate,4,300,0.954378961,0.052942026,,
sel_ate,4,250,1.177834148,0.050984344,,
sel_ate,4,150,0.799914227,0.045465381,,
sel_ate,4,100,0.696603114,0.040716887,,
sel_ate,4,50,0.631840677,0.040493432,,
sel_ate,4,35,0.333730987,0.044443294,,
sel_ate,4,25,0.224277259,0.038294378,,
sel_ate,4,15,0.142534676,0.041316035,,
sel_ate,4,10,-0.053051108,0.041948323,,
sel_ate,4,5,-0.386896532,0.041854722,,
sel_ate,4,0,-0.532114903,0.040163639,,
sel_ate,5,750,,,,
sel_ate,5,500,1.65993958,0.035611358,,
sel_ate,5,300,1.554945333,0.033667578,,
sel_ate,5,250,1.506924261,0.033808504,,
sel_ate,5,150,1.498693778,0.033152025,,
sel_ate,5,100,1.148515636,0.033603657,,
sel_ate,5,50,1.11877305,0.031037502,,
sel_ate,5,35,0.879589634,0.03066395,,
sel_ate,5,25,0.502449897,0.029536903,,
sel_ate,5,15,0.373662135,0.028199622,,
sel_ate,5,10,0.143069544,0.027165433,,
sel_ate,5,5,0.003262937,0.024561851,,
sel_ate,5,0,-0.389668058,0.030179704,,
sel_anc,1,750,2.971997747,0.066750277,,
sel_anc,1,500,3.01317255,0.066760922,,
sel_anc,1,300,2.930976218,0.066738831,,
sel_anc,1,250,2.885506665,0.067452148,,
sel_anc,1,150,2.754471802,0.067968336,,
sel_anc,1,100,2.543284509,0.066770054,,
sel_anc,1,50,1.982850963,0.066239137,,
sel_anc,1,35,1.595197726,0.06634153,,
sel_anc,1,25,1.437166527,0.064920176,,
sel_anc,1,15,0.882428439,0.064370144,,
sel_anc,1,10,0.550855055,0.0623665,,
sel_anc,1,5,0.271900544,0.06365505,,
sel_anc,1,0,-0.005391016,0.065567426,,
sel_anc,2,750,3.176617,0.075313387,,
sel_anc,2,500,3.186825621,0.074667033,,
sel_anc,2,300,3.072432618,0.074619121,,
sel_anc,2,250,3.028522022,0.075873302,,
sel_anc,2,150,2.708953678,0.07370829,,
sel_anc,2,100,2.549636955,0.074137225,,
sel_anc,2,50,2.115087131,0.072347942,,
sel_anc,2,35,1.672007348,0.071341593,,
sel_anc,2,25,1.193576789,0.069628293,,
sel_anc,2,15,0.810712721,0.069619325,,
sel_anc,2,10,0.695155375,0.069292426,,
sel_anc,2,5,0.249331417,0.067899379,,
sel_anc,2,0,-0.034566534,0.067673732,,
sel_anc,3,750,3.322747713,0.062266391,,
sel_anc,3,500,3.288982116,0.068167319,,
sel_anc,3,300,3.184913211,0.071118463,,
sel_anc,3,250,3.127302857,0.072258423,,
sel_anc,3,150,2.931573601,0.072987088,,
sel_anc,3,100,2.702392601,0.072647607,,
sel_anc,3,50,2.127684176,0.071995956,,
sel_anc,3,35,1.554189644,0.070536852,,
sel_anc,3,25,1.354677155,0.07170468,,
sel_anc,3,15,0.758530967,0.069921204,,
sel_anc,3,10,0.425071688,0.068153019,,
sel_anc,3,5,0.177765157,0.067729333,,
sel_anc,3,0,-0.236949049,0.067632282,,
sel_anc,4,750,3.845017684,0.089952999,,
sel_anc,4,500,3.636769368,0.087601903,,
sel_anc,4,300,3.360933491,0.083447405,,
sel_anc,4,250,3.455207176,0.086037422,,
sel_anc,4,150,3.020121856,0.086257143,,
sel_anc,4,100,2.743194229,0.084755545,,
sel_anc,4,50,2.053602235,0.088390348,,
sel_anc,4,35,1.582040844,0.087983423,,
sel_anc,4,25,1.248427899,0.087159567,,
sel_anc,4,15,0.754932836,0.085408498,,
sel_anc,4,10,0.46971454,0.085368298,,
sel_anc,4,5,0.155779478,0.087194188,,
sel_anc,4,0,-0.348918867,0.088288528,,
sel_anc,5,750,2.914020315,0.071896607,,
sel_anc,5,500,2.849972163,0.070253147,,
sel_anc,5,300,2.767934967,0.067999935,,
sel_anc,5,250,2.76700966,0.0679054,,
sel_anc,5,150,2.613981176,0.063661799,,
sel_anc,5,100,2.41839455,0.060572896,,
sel_anc,5,50,1.915321343,0.06095597,,
sel_anc,5,35,1.531871335,0.064628988,,
sel_anc,5,25,1.268378308,0.065582559,,
sel_anc,5,15,0.70857203,0.066868253,,
sel_anc,5,10,0.534147218,0.065496266,,
sel_anc,5,5,0.239059427,0.065936238,,
sel_anc,5,0,-0.0661131,0.064686565,,
sel_eur,1,750,7.783142077,0.170317411,,
sel_eur,1,500,7.556166229,0.166648405,,
sel_eur,1,300,6.913594402,0.162940684,,
sel_eur,1,250,6.489450471,0.166139734,,
sel_eur,1,150,5.361534611,0.161058172,,
sel_eur,1,100,4.339996889,0.160415728,,
sel_eur,1,50,2.126632605,0.152789842,,
sel_eur,1,35,1.403941564,0.14829513,,
sel_eur,1,25,0.793554353,0.139652717,,
sel_eur,1,15,0.199913066,0.127648893,,
sel_eur,1,10,-0.22901491,0.122342848,,
sel_eur,1,5,-0.701513917,0.123964971,,
sel_eur,1,0,-0.862131317,0.126082032,,
sel_eur,2,750,5.328359859,0.101170512,,
sel_eur,2,500,5.215798469,0.095986917,,
sel_eur,2,300,4.65441831,0.094852729,,
sel_eur,2,250,4.5316705,0.096674667,,
sel_eur,2,150,3.729514995,0.100763211,,
sel_eur,2,100,2.981260085,0.101035021,,
sel_eur,2,50,1.49079305,0.100571679,,
sel_eur,2,35,1.067973437,0.10168609,,
sel_eur,2,25,0.635020177,0.102740138,,
sel_eur,2,15,0.145278766,0.103161382,,
sel_eur,2,10,-0.117530282,0.105125163,,
sel_eur,2,5,-0.368445335,0.104491925,,
sel_eur,2,0,-0.712178877,0.103083911,,
sel_eur,3,750,6.373644294,0.128002798,,
sel_eur,3,500,6.257972122,0.127249679,,
sel_eur,3,300,5.8797042,0.125906661,,
sel_eur,3,250,5.540975781,0.124992315,,
sel_eur,3,150,4.610294506,0.122159028,,
sel_eur,3,100,3.698008119,0.1192704,,
sel_eur,3,50,1.996600788,0.115811642,,
sel_eur,3,35,1.424479385,0.110949476,,
sel_eur,3,25,0.897065338,0.109776501,,
sel_eur,3,15,0.250609253,0.106674821,,
sel_eur,3,10,-0.021802058,0.102361175,,
sel_eur,3,5,-0.303015749,0.100499475,,
sel_eur,3,0,-0.689830005,0.099356821,,
sel_eur,4,750,5.322377046,0.114390556,,
sel_eur,4,500,5.367576705,0.115720893,,
sel_eur,4,300,5.072263109,0.117673095,,
sel_eur,4,250,4.872011293,0.117041317,,
sel_eur,4,150,4.260713948,0.115648803,,
sel_eur,4,100,3.51017939,0.113164496,,
sel_eur,4,50,2.047220697,0.110935129,,
sel_eur,4,35,1.448922595,0.10772765,,
sel_eur,4,25,1.074210365,0.104861197,,
sel_eur,4,15,0.4825497,0.100140089,,
sel_eur,4,10,0.261149006,0.095945295,,
sel_eur,4,5,0.006288654,0.093541398,,
sel_eur,4,0,-0.555650814,0.094279055,,
sel_eur,5,750,4.800091611,0.10180773,,
sel_eur,5,500,4.76238968,0.100831513,,
sel_eur,5,300,4.458939098,0.099411874,,
sel_eur,5,250,4.417847907,0.099412876,,
sel_eur,5,150,4.153562013,0.101983199,,
sel_eur,5,100,3.371583436,0.094728872,,
sel_eur,5,50,2.014364906,0.092015873,,
sel_eur,5,35,1.411534158,0.090852836,,
sel_eur,5,25,0.901810518,0.090366735,,
sel_eur,5,15,0.328880313,0.088036903,,
sel_eur,5,10,0.25118503,0.086074382,,
sel_eur,5,5,-0.26974419,0.084835506,,
sel_eur,5,0,-0.535146532,0.083254786,,
